jdgpkqtuofbkrzntrwog,0.3,846088830.3368785,0.018029212951660156,0.03415119647979736,0.0491945743560791,0.06573545932769775,0.08226168155670166,0.09882748126983643,0.1148519515991211,0.1317058801651001,0.14798414707183838,0.16393959522247314,0.18078482151031494,0.19700360298156738,0.21344244480133057,0.23022353649139404,0.24601352214813232,0.26217782497406006,0.2788252830505371,0.2948247194290161,0.3112070560455322,0.3278459310531616,0.3439629077911377,0.3613229990005493,0.37709498405456543,0.39330434799194336,0.4096221923828125,0.426275372505188
xhvbftuywippdlnkdhsr,0.3,2.617199420928955,0.010878682136535645,0.027328848838806152,0.04362499713897705,0.06001079082489014,0.0762096643447876,0.09259700775146484,0.10909891128540039,0.1256932020187378,0.14250540733337402,0.15805375576019287,0.17449522018432617,0.19158613681793213,0.20803356170654297,0.2243201732635498,0.24086129665374756,0.2571958303451538,0.27352917194366455,0.28985679149627686,0.30624353885650635,0.3226989507675171,0.33867037296295166,0.35549700260162354,0.3718603849411011,0.38813865184783936,0.4045182466506958,0.4210096597671509
jhzpaazepcoocuosdgeg,0.3,2.6275631189346313,0.022290706634521484,0.03849947452545166,0.05478930473327637,0.07091808319091797,0.08748781681060791,0.10380709171295166,0.12035036087036133,0.13672125339508057,0.15295732021331787,0.16932761669158936,0.18569672107696533,0.20206058025360107,0.21847867965698242,0.2349001169204712,0.25130295753479004,0.26775622367858887,0.2841980457305908,0.30055367946624756,0.31684410572052,0.33312833309173584,0.349725604057312,0.36624181270599365,0.3824983835220337,0.3989555835723877,0.4153255224227905,0.43151628971099854
ufoxivqbaeroxhnznmgn,0.3,2.623559832572937,0.017903685569763184,0.0343552827835083,0.049619197845458984,0.06599390506744385,0.08208715915679932,0.09893298149108887,0.11520540714263916,0.1315091848373413,0.14800190925598145,0.1642162799835205,0.18030273914337158,0.19718575477600098,0.21348655223846436,0.23049402236938477,0.24636316299438477,0.26262199878692627,0.2794225215911865,0.295660138130188,0.3117409944534302,0.3283008337020874,0.34456515312194824,0.36140215396881104,0.3777426481246948,0.3940354585647583,0.41045308113098145,0.42695820331573486
avdjacfdobebjwlhzuus,0.3,2.6170077323913574,0.012187004089355469,0.028596878051757812,0.04433929920196533,0.05920732021331787,0.07587635517120361,0.09197962284088135,0.10889303684234619,0.12545692920684814,0.14215993881225586,0.15812933444976807,0.1741948127746582,0.19073903560638428,0.20716774463653564,0.22324299812316895,0.23968994617462158,0.2562450170516968,0.2724405527114868,0.2887685298919678,0.30515825748443604,0.32135236263275146,0.33778488636016846,0.3545604944229126,0.370416522026062,0.38710296154022217,0.4036921262741089,0.4199206829071045
ldvlbbaiwgdkvhtitgfa,0.3,2.626944065093994,0.021567463874816895,0.038289427757263184,0.05288088321685791,0.06931793689727783,0.08581745624542236,0.10194742679595947,0.11861550807952881,0.1348050832748413,0.1511470079421997,0.16780436038970947,0.18408894538879395,0.20064377784729004,0.21686816215515137,0.2330836057662964,0.2503550052642822,0.2668170928955078,0.28303658962249756,0.30003607273101807,0.3160586357116699,0.33266401290893555,0.34882664680480957,0.36489784717559814,0.3813822269439697,0.397652268409729,0.4141346216201782,0.43060302734375
ikztrxrykhwcynouqwob,0.3,2.6206939220428467,0.014777660369873047,0.03154945373535156,0.04761683940887451,0.06357777118682861,0.08021736145019531,0.09682059288024902,0.11318182945251465,0.12942397594451904,0.14579403400421143,0.1621488332748413,0.17867791652679443,0.19517874717712402,0.21138107776641846,0.22801947593688965,0.24407553672790527,0.25998806953430176,0.2758594751358032,0.2919217348098755,0.3083122968673706,0.32467377185821533,0.34103691577911377,0.35745763778686523,0.3747715950012207,0.3912699222564697,0.4076772928237915,0.4240756034851074
rppekocvpsjhmjyichxm,0.3,2.63056218624115,0.026031494140625,0.042435646057128906,0.05662190914154053,0.0728691816329956,0.0893479585647583,0.10552525520324707,0.12230074405670166,0.13832628726959229,0.15511763095855713,0.1711747646331787,0.18773484230041504,0.20395946502685547,0.22025632858276367,0.23671555519104004,0.25284576416015625,0.26940953731536865,0.2857036590576172,0.30209875106811523,0.31831443309783936,0.33510398864746094,0.35166680812835693,0.36835265159606934,0.38479721546173096,0.40126490592956543,0.4175165891647339,0.4333416223526001
omwogbubyvlmcnhoewlr,0.3,2.62396776676178,0.017615437507629395,0.033960700035095215,0.04957783222198486,0.06630265712738037,0.08254218101501465,0.09957683086395264,0.11588382720947266,0.13247525691986084,0.1487981081008911,0.16506171226501465,0.181388258934021,0.19777226448059082,0.21342134475708008,0.2299572229385376,0.2461491823196411,0.2627636194229126,0.2791264057159424,0.29627203941345215,0.3125913143157959,0.3282386064529419,0.3447704315185547,0.360990047454834,0.37805938720703125,0.394588828086853,0.41088008880615234,0.4275912046432495
uzcqtphpgmlnghrggfhj,0.3,2.632641553878784,0.02471184730529785,0.041211724281311035,0.05785834789276123,0.0744171142578125,0.09021711349487305,0.10668623447418213,0.12336421012878418,0.13975107669830322,0.15674817562103271,0.17309939861297607,0.18873155117034912,0.20500433444976807,0.22219836711883545,0.23863136768341064,0.2541104555130005,0.2707618474960327,0.288057804107666,0.30442380905151367,0.3199303150177002,0.3364936113357544,0.35266387462615967,0.36948835849761963,0.3859403133392334,0.4023311138153076,0.41872358322143555
rwvfctydidkjaixwxsug,0.3,2.62524151802063,0.019557595252990723,0.03591024875640869,0.05248832702636719,0.06811094284057617,0.0838233232498169,0.1001901626586914,0.11767280101776123,0.13368594646453857,0.14971542358398438,0.1661778688430786,0.1823885440826416,0.19874048233032227,0.21495342254638672,0.23188722133636475,0.24751627445220947,0.2645219564437866,0.2810509204864502,0.29785335063934326,0.3137948513031006,0.3295919895172119,0.3460739850997925,0.3628309965133667,0.37921929359436035,0.39567768573760986,0.411706805229187,0.42831432819366455
qrxarwenzworzzqmglwm,0.3,2.618633985519409,0.012597203254699707,0.028941869735717773,0.04545259475708008,0.061768174171447754,0.07831215858459473,0.0944209098815918,0.11084640026092529,0.1272679567337036,0.14379560947418213,0.16039741039276123,0.1763291358947754,0.19311606884002686,0.20945286750793457,0.22570133209228516,0.24202430248260498,0.2583444118499756,0.2749823331832886,0.290661096572876,0.3067798614501953,0.3231302499771118,0.3393521308898926,0.35569214820861816,0.37239766120910645,0.38891732692718506,0.40520989894866943,0.4223902225494385
ageslpvxitkgznmenouj,0.3,2.628598928451538,0.02292037010192871,0.039309144020080566,0.05539989471435547,0.07082688808441162,0.08710753917694092,0.10366308689117432,0.11993086338043213,0.13713407516479492,0.1536775827407837,0.17000055313110352,0.18631386756896973,0.20255863666534424,0.21898901462554932,0.23551249504089355,0.25191354751586914,0.268435001373291,0.28478002548217773,0.3010563850402832,0.3173863887786865,0.3339284658432007,0.3502298593521118,0.36677253246307373,0.38244402408599854,0.3989083766937256,0.4153754711151123,0.4313133955001831
iindzpycxtghjjligakx,0.3,2.6223385334014893,0.016127824783325195,0.032233238220214844,0.04853475093841553,0.06502759456634521,0.08154356479644775,0.09725379943847656,0.11350095272064209,0.130141019821167,0.1461930274963379,0.1627410650253296,0.17877042293548584,0.19588255882263184,0.2118469476699829,0.22844290733337402,0.24462807178497314,0.2611727714538574,0.2774646282196045,0.29382169246673584,0.3103766441345215,0.3261401653289795,0.34324467182159424,0.3595043420791626,0.376178503036499,0.3926442861557007,0.40899229049682617,0.42532849311828613
